imagePath;correctWord;word1;word2;word3;word4;
assets/lernverlauf/02-lesen/141_ohren.png;Ohren;Ohren;ohne;Ofen;oben;
assets/lernverlauf/02-lesen/142_huehner.png;Hühner;Sohle;Höhle;Zähne;Hühner;
assets/lernverlauf/02-lesen/143_bauch.png;Bauch;Bauch;Buch;Boot;Bus;
assets/lernverlauf/02-lesen/145_tor.png;Tor;Kuh;Tor;Tier;Tod;
assets/lernverlauf/02-lesen/144_seil.png;Seil;Sieb;Eis;See;Seil;
assets/lernverlauf/02-lesen/146_berg.png;Berg;Bart;Band;Bild;Berg;
assets/lernverlauf/02-lesen/147_hals.png;Hals;Hand;Hemd;Hals;Heft;
assets/lernverlauf/02-lesen/148_geld.png;Geld;Gips;Geld;Gold;Gang;
assets/lernverlauf/02-lesen/149_wald.png;Wald;Wald;Welt;Wort;Wand;
assets/lernverlauf/02-lesen/150_brief.png;Brief;Brot;Blut;Blau;Brief;
assets/lernverlauf/02-lesen/151_stein.png;Stein;Stein;schwer;Schwein;Stiel;
assets/lernverlauf/02-lesen/152_frau.png;Frau;Frau;frei;früh;Flug;
assets/lernverlauf/02-lesen/153_glas.png;Glas;Gras;Graf;Glas;grün;
assets/lernverlauf/02-lesen/154_schrank.png;Schrank;Schwanz;Schrank;Schwert;Specht;
assets/lernverlauf/02-lesen/155_stock.png;Stock;Strand;Stock;Stück;Stuhl;
assets/lernverlauf/02-lesen/156_pferd.png;Pferd;Platz;Prinz;Knopf;Pferd;
assets/lernverlauf/02-lesen/157_gespenster.png;Gespenster;Geschichte;Gespenster;Geheimnis;Geburtstag;
assets/lernverlauf/02-lesen/158_herunter.png;herunter;darüber;hinüber;herunter;Minuten;
